DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,16,80,0,ff,34,80,8,69,Normal
8,0,80,0,0,55,7f,8,3b,Normal
8,0,0,0,0,18,0,28,71,Normal
8,15,80,0,ff,37,80,9,1f,Normal
8,fb,7f,0,0,65,7f,9,9b,Normal
8,5,21,34,0a,21,1e,0,6f,Normal
8,11,80,0,ff,21,80,0a,4c,Normal
8,f2,7f,0,0,70,7f,0a,a2,Normal
8,11,80,0,ff,18,80,0b,fa,Normal
8,fb,7f,0,0,6f,7f,0b,ae,Normal
8,5,80,0,0,59,7f,0c,71,Normal
8,0,0,0,0,8,25,2c,9,Normal
8,13,80,0,ff,30,80,0d,32,Normal
8,18,80,0,ff,2c,80,0e,32,Normal
8,0e,80,0,0,27,7f,0e,3f,Normal
8,12,80,0,ff,2c,80,0,fc,Normal
8,0,0,0,0,10,27,20,19,Normal
8,fb,7f,0,0,3d,7f,1,7,Normal
8,0,0,0,0,12,25,21,9f,Normal
8,18,80,0,ff,2f,80,2,22,Normal
8,1a,80,0,ff,19,80,3,a8,Normal
8,0,0,0,0,16,0,23,b7,Normal
8,15,80,0,ff,12,80,5,3a,Normal
8,11,80,0,ff,24,80,7,44,Normal
8,9,80,0,ff,12,80,0c,cd,Normal
8,5,80,0,0,51,7f,0c,7d,Normal
8,0e,80,0,ff,12,80,0d,5e,Normal
8,17,80,0,0,5c,7f,0d,e6,Normal
8,0,0,0,0,10,28,2d,3b,Normal
8,13,80,0,ff,21,80,0e,82,Normal
8,0,0,0,0,12,33,2e,25,Normal
8,0,0,0,0,14,20,2f,5d,Normal
8,0f,80,0,ff,2e,80,0,a0,Normal
8,0,0,0,0,16,20,20,e5,Normal
8,0a,80,0,ff,26,80,1,85,Normal
8,e5,7f,0,0,27,7f,1,a8,Normal
8,0,0,0,0,18,24,21,dc,Normal
8,2,80,0,ff,1b,80,2,dd,Normal
8,e9,7f,0,0,23,7f,2,32,Normal
8,0,0,0,0,1a,0,22,a0,Normal
8,3,80,0,ff,1f,80,3,9b,Normal
8,9,80,0,ff,4,80,0,4c,Normal
8,10,80,0,ff,19,80,0a,35,Normal
8,0,80,0,0,44,7f,0a,96,Normal
8,0,0,0,0,12,33,2a,51,Normal
8,1d,80,0,ff,34,80,0,b4,Normal
8,17,80,0,ff,1b,80,0,6a,Normal
8,f2,7f,0,0,3f,7f,0a,44,Normal
8,82,8a,0,0,22,0,0,0,Normal
8,1e,80,0,ff,8,80,6,3f,Normal
8,16,80,0,ff,f8,7f,0,6a,Normal
8,1d,80,0,ff,2a,80,8,4d,Normal
8,13,80,0,ff,1b,80,0,3,Normal
8,1e,80,0,ff,6,80,4,0c,Normal
8,19,80,0,ff,1d,80,2,54,Normal
8,0e,80,0,ff,7,80,0d,cf,Normal
8,13,80,0,ff,1c,80,0c,15,Normal
8,9,80,0,0,25,7f,0,14,Normal
8,db,7f,0,0,46,7f,4,c9,Normal
8,e0,7f,0,0,4d,7f,5,b7,Normal
8,f2,7f,0,0,2e,7f,0d,80,Normal
8,11,80,0,ff,1b,80,1,a4,Normal
8,1b,80,0,0,33,7f,4,7e,Normal
8,0,0,0,0,10,28,29,4f,Normal
8,11,80,0,ff,1,80,0e,8,Normal
8,21,80,0,ff,37,80,5,3c,Normal
8,0,80,0,0,1a,7f,5,5c,Normal
8,1d,80,0,ff,23,80,6,68,Normal
8,20,80,0,0,59,7f,0b,79,Normal
8,27,80,0,ff,10,80,0c,a0,Normal
8,9,80,0,0,54,7f,0c,4f,Normal
8,1f,80,0,ff,22,80,0e,b5,Normal
8,1a,80,0,ff,16,80,0,9,Normal
8,fb,7f,0,0,1c,7f,0,a5,Normal
8,0,80,0,0,12,7f,1,24,Normal
8,fb,7f,0,0,12,7f,2,96,Normal
8,13,80,0,ff,8,80,4,e3,Normal
8,83,8a,0,0,22,0,0,0,Normal
8,f2,7f,0,0,56,7f,4,31,Normal
8,10,80,0,ff,0b,80,5,95,Normal
8,11,80,0,ff,1d,80,0a,6e,Normal
8,13,80,0,ff,1f,80,0b,ca,Normal
8,0,0,0,0,10,2,2b,c2,Normal
8,15,80,0,ff,0e,80,0c,dd,Normal
8,0,0,0,0,12,0f,2c,a9,Normal
8,0e,80,0,ff,9,80,2,7d,Normal
8,0e,80,0,ff,12,80,3,f8,Normal
8,fb,7f,0,0,3a,7f,3,b7,Normal
8,10,80,0,ff,23,80,4,b4,Normal
8,9,80,0,0,3e,7f,4,f8,Normal
8,11,80,0,ff,13,80,7,e6,Normal
8,84,8a,0,0,22,0,0,0,Normal
8,0b,80,0,ff,28,80,0a,1e,Normal
8,10,80,0,ff,1d,80,0b,2e,Normal
8,17,80,0,0,2a,7f,0b,e5,Normal
8,18,80,0,ff,1d,80,0c,af,Normal
8,17,80,0,ff,1f,80,0e,ca,Normal
8,12,80,0,ff,14,80,0f,63,Normal
8,e9,7f,0,0,54,7f,0f,71,Normal
8,0a,80,0,ff,12,80,0,b6,Normal
8,e0,7f,0,0,63,7f,0,e7,Normal
8,6,80,0,ff,1d,80,1,96,Normal
8,e5,7f,0,0,5a,7f,1,65,Normal
8,12,80,0,ff,7,80,6,2,Normal
8,0,0,0,0,6,26,27,1b,Normal
8,0e,80,0,ff,6,80,0a,13,Normal
8,10,80,0,ff,18,80,0b,a7,Normal
8,9,80,0,0,30,7f,0b,4a,Normal
8,e9,7f,0,0,29,7f,0e,a1,Normal
8,9,80,0,ff,10,80,0f,e9,Normal
8,db,7f,0,0,2c,7f,0f,59,Normal
8,0b,80,0,ff,0c,80,1,e7,Normal
8,9,80,0,ff,20,80,5,13,Normal
8,e0,7f,0,0,2a,7f,5,6d,Normal
8,8,80,0,ff,12,80,6,42,Normal
8,fb,7f,0,0,18,7f,6,ed,Normal
8,0b,80,0,ff,5,80,7,2a,Normal
8,0e,80,0,0,22,7f,7,43,Normal
8,0f,80,0,ff,9,80,8,f2,Normal
8,0f,80,0,ff,16,80,9,71,Normal
8,0,80,0,0,52,7f,9,ac,Normal
8,0d,80,0,ff,18,80,0a,e5,Normal
8,f7,7f,0,0,61,7f,0a,1,Normal
8,5,80,0,0,5f,7f,0b,27,Normal
8,13,80,0,ff,2a,80,0d,25,Normal
8,13,80,0,ff,3a,80,0e,1a,Normal
8,0,80,0,0,0f,7f,0e,2,Normal
8,5,80,0,0,2,7f,0f,ae,Normal
8,18,80,0,ff,2c,80,1,89,Normal
8,1a,80,0,ff,3b,80,2,86,Normal
8,1a,80,0,ff,33,80,3,97,Normal
8,17,80,0,ff,13,80,4,12,Normal
8,18,80,0,ff,40,80,7,9d,Normal
8,17,80,0,ff,48,80,8,76,Normal
8,13,80,0,ff,3e,80,9,4f,Normal
8,ee,7f,0,0,22,7f,9,fc,Normal
8,0e,80,0,ff,39,80,0a,bd,Normal
8,e9,7f,0,0,1e,7f,0a,77,Normal
8,0a,80,0,ff,3a,80,0b,45,Normal
8,9,80,0,ff,34,80,0c,f8,Normal
8,0,80,0,0,1d,7f,0c,23,Normal
8,0a,80,0,ff,22,80,0d,1f,Normal
8,5,80,0,0,2d,7f,0d,22,Normal
8,0,0,0,0,6,20,2d,7c,Normal
8,0a,80,0,ff,0f,80,0e,8d,Normal
8,0d,80,0,ff,1a,80,0,34,Normal
8,0e,80,0,ff,1a,80,1,ce,Normal
8,11,80,0,ff,15,80,2,8a,Normal
8,0e,80,0,0,1a,7f,2,0e,Normal
8,0,0,0,0,6,27,22,3e,Normal
8,11,80,0,ff,18,80,3,12,Normal
8,0,80,0,0,26,7f,3,30,Normal
8,0b,80,0,ff,24,80,4,b2,Normal
8,6,80,0,ff,27,80,5,c5,Normal
8,12,80,0,0,55,7f,8,38,Normal
8,f7,7f,0,0,25,7f,0a,67,Normal
8,0f,80,0,ff,0e,80,0b,5f,Normal
8,db,7f,0,0,1e,7f,0b,6,Normal
8,7,80,0,ff,fa,7f,0c,11,Normal
8,e0,7f,0,0,24,7f,0c,91,Normal
8,6,80,0,ff,8,80,0d,9b,Normal
8,0e,80,0,ff,22,80,0e,51,Normal
8,15,80,0,ff,1f,80,0f,6d,Normal
8,20,80,0,0,3b,7f,0f,5e,Normal
8,16,80,0,ff,8,80,0,a3,Normal
8,5,80,0,0,54,7f,0,68,Normal
8,15,80,0,ff,5,80,1,dc,Normal
8,16,80,0,ff,1c,80,2,87,Normal
8,13,80,0,ff,1f,80,4,71,Normal
8,15,80,0,ff,1b,80,6,9e,Normal
8,1a,80,0,ff,2a,80,7,78,Normal
8,1e,80,0,ff,26,80,8,a0,Normal
8,1a,80,0,ff,12,80,9,fa,Normal
8,16,80,0,ff,8,80,0a,71,Normal
8,13,80,0,ff,16,80,0b,49,Normal
8,f2,7f,0,0,4c,7f,0b,9d,Normal
8,0e,80,0,ff,27,80,0c,e2,Normal
8,e9,7f,0,0,41,7f,0c,c7,Normal
8,0,0,0,0,1a,33,2c,13,Normal
8,9,80,0,ff,28,80,0d,f7,Normal
8,ee,7f,0,0,36,7f,0d,96,Normal
8,0,0,0,0,1c,7,2d,e7,Normal
8,9,80,0,ff,20,80,0e,dc,Normal
8,0f,80,0,ff,21,80,0f,9d,Normal
8,17,80,0,0,22,7f,0f,9d,Normal
8,19,22,22,30,8,8f,75,31,Normal
8,16,80,0,ff,2c,80,0,95,Normal
8,17,80,0,0,22,7f,0,26,Normal
8,18,80,0,ff,26,80,1,86,Normal
8,13,80,0,ff,0,80,3,bc,Normal
8,0,0,0,0,6,21,24,c5,Normal
8,18,80,0,ff,23,80,5,7b,Normal
8,12,80,0,0,33,7f,5,ec,Normal
8,22,80,0,ff,27,80,6,e4,Normal
8,25,80,0,0,10,7f,6,2f,Normal
8,29,80,0,ff,18,80,7,62,Normal
8,1b,80,0,0,6,7f,7,f8,Normal
8,27,80,0,ff,10,80,8,d4,Normal
8,f2,7f,0,0,16,7f,8,cd,Normal
8,21,80,0,ff,1b,80,9,9a,Normal
8,e5,7f,0,0,23,7f,9,46,Normal
8,1a,80,0,ff,27,80,0a,7c,Normal
8,0f,80,0,ff,2a,80,0d,27,Normal
8,0,0,0,0,1a,0,2e,3c,Normal
8,19,80,0,ff,0c,80,1,e4,Normal
8,25,80,0,0,1e,7f,1,75,Normal
8,21,80,0,ff,23,80,2,71,Normal
8,20,80,0,0,25,7f,2,ce,Normal
8,0,0,0,0,6,26,23,6f,Normal
8,20,80,0,ff,1a,80,4,c9,Normal
8,18,80,0,ff,2,80,5,c4,Normal
8,db,7f,0,0,4c,7f,5,db,Normal
8,0f,80,0,ff,14,80,7,d4,Normal
8,10,80,0,ff,1c,80,9,9b,Normal
8,9,80,0,ff,16,80,0a,85,Normal
8,e9,7f,0,0,25,7f,0a,df,Normal
8,6,80,0,ff,23,80,0b,65,Normal
8,0a,80,0,ff,31,80,0c,96,Normal
8,12,80,0,0,3f,7f,0c,13,Normal
8,11,80,0,ff,27,80,0d,1a,Normal
8,18,80,0,ff,21,80,1,0c,Normal
8,11,80,0,ff,19,80,2,80,Normal
8,e9,7f,0,0,19,7f,2,15,Normal
8,9,80,0,ff,0c,80,3,67,Normal
8,e0,7f,0,0,1c,7f,3,0e,Normal
8,2,80,0,ff,10,80,4,13,Normal
8,2,80,0,ff,1f,80,5,88,Normal
8,0a,80,0,ff,14,80,7,e0,Normal
8,12,80,0,0,48,7f,8,a5,Normal
8,11,80,0,ff,33,80,0b,4a,Normal
8,5,22,40,0a,22,1e,0,6f,Normal
8,18,80,0,ff,23,80,0d,93,Normal
8,13,80,0,ff,35,80,0e,9c,Normal
8,12,80,0,ff,2d,80,0f,c8,Normal
8,d8,55,0,8c,0,0,0,0,Normal
8,1b,80,0,ff,e7,7f,1,0f,Normal
8,1b,80,0,ff,16,80,3,73,Normal
8,19,80,0,ff,2e,80,4,be,Normal
8,fb,7f,0,0,39,7f,4,68,Normal
8,83,8a,0,0,23,0,0,0,Normal
8,17,80,0,ff,27,80,5,21,Normal
8,16,80,0,ff,19,80,6,7a,Normal
8,fb,7f,0,0,3d,7f,6,54,Normal
8,0,0,0,0,1a,0,26,d4,Normal
8,13,80,0,ff,19,80,7,53,Normal
8,10,80,0,ff,13,80,8,0,Normal
8,0e,80,0,ff,5,80,9,b8,Normal
8,0,0,0,0,6,20,29,8,Normal
8,d8,53,0,8c,0,0,0,0,Normal
8,0b,80,0,ff,fa,7f,0a,e4,Normal
8,0b,80,0,ff,2,80,0b,3c,Normal
8,0f,80,0,ff,15,80,0c,94,Normal
8,0d,80,0,ff,0d,80,0e,0,Normal
8,f2,7f,0,0,18,7f,0e,8a,Normal
8,ee,7f,0,0,18,7f,0f,95,Normal
8,7,80,0,ff,10,80,0,53,Normal
8,7,80,0,ff,1b,80,1,ce,Normal
8,0,80,0,0,20,7f,1,0f,Normal
8,9,80,0,ff,10,80,3,75,Normal
8,0e,80,0,ff,30,80,5,85,Normal
8,0e,80,0,0,5b,7f,5,b2,Normal
8,12,80,0,ff,13,80,7,1,Normal
8,0,80,0,0,37,7f,7,d3,Normal
8,d8,54,0,8c,0,0,0,0,Normal
8,fb,7f,0,0,2c,7f,8,65,Normal
8,10,80,0,ff,4,80,9,8f,Normal
8,0,80,0,0,34,7f,0a,de,Normal
8,e9,7f,0,0,55,7f,0c,d9,Normal
8,7,80,0,ff,7,80,0d,40,Normal
8,f7,7f,0,0,58,7f,0d,f9,Normal
8,9,80,0,ff,10,80,0e,f4,Normal
8,0b,80,0,ff,10,80,0f,53,Normal
8,0f,80,0,ff,fe,7f,0,59,Normal
8,0e,80,0,0,2c,7f,0,19,Normal
8,11,80,0,ff,ee,7f,1,e4,Normal
8,13,80,0,ff,13,80,3,28,Normal
8,0,80,0,0,3f,7f,3,ab,Normal
8,13,80,0,ff,1a,80,4,f8,Normal
8,0,80,0,0,44,7f,4,30,Normal
8,16,80,0,ff,7,80,5,4c,Normal
8,12,80,0,ff,1,80,7,1a,Normal
8,ee,7f,0,0,44,7f,7,0f,Normal
8,0d,80,0,ff,15,80,8,5a,Normal
8,ee,7f,0,0,2a,7f,8,ed,Normal
8,0,0,0,0,1a,33,28,67,Normal
8,0d,80,0,ff,12,80,9,cd,Normal
8,0,80,0,0,1f,7f,9,49,Normal
8,0,0,0,0,1c,7,29,93,Normal
8,18,21,21,30,8,8f,6d,19,Normal
8,11,80,0,ff,1f,80,0c,23,Normal
8,0f,80,0,ff,1d,80,0d,85,Normal
8,0e,80,0,ff,0b,80,0e,e2,Normal
8,fb,7f,0,0,4d,7f,0e,f4,Normal
8,0e,80,0,0,4f,7f,0f,7e,Normal
8,20,80,0,0,46,7f,0,28,Normal
8,0,0,0,0,6,21,20,b1,Normal
8,1b,80,0,ff,40,80,1,34,Normal
8,0e,80,0,0,37,7f,1,9c,Normal
8,1a,80,0,ff,3c,80,2,0c,Normal
8,1a,80,0,ff,21,80,3,8c,Normal
8,18,21,21,30,8,8f,6d,3b,Normal
8,1a,80,0,ff,0e,80,4,69,Normal
8,0,80,0,0,36,7f,4,7b,Normal
8,18,21,21,30,8,8f,6d,8,Normal
8,1a,80,0,ff,19,80,5,e6,Normal
8,0,80,0,0,30,7f,5,63,Normal
8,10,80,0,ff,13,80,0a,3a,Normal
8,10,80,0,ff,15,80,0b,22,Normal
8,0,80,0,0,29,7f,0b,5e,Normal
8,10,80,0,ff,0b,80,0c,60,Normal
8,0,80,0,0,22,7f,0c,8d,Normal
8,0e,80,0,ff,4,80,0d,43,Normal
8,f2,7f,0,0,24,7f,0d,8f,Normal
8,7,80,0,ff,10,80,0e,f5,Normal
8,6,80,0,ff,1d,80,0f,30,Normal
8,fb,7f,0,0,31,7f,0f,ab,Normal
8,0,0,0,0,6,26,2f,f3,Normal
8,0d,80,0,ff,1b,80,0,bb,Normal
8,12,80,0,ff,15,80,1,4a,Normal
8,1b,80,0,0,59,7f,1,48,Normal
8,9,80,0,0,5e,7f,2,e6,Normal
8,18,21,22,30,8,8f,6d,29,Normal
8,13,80,0,ff,21,80,3,3,Normal
8,fb,7f,0,0,37,7f,4,61,Normal
8,15,80,0,ff,5,80,5,a8,Normal
8,9,80,0,0,2c,7f,5,fe,Normal
8,f7,7f,0,0,2b,7f,6,f2,Normal
8,10,80,0,ff,10,80,8,8c,Normal
8,0,80,0,0,32,7f,8,e1,Normal
8,10,80,0,ff,0d,80,9,0c,Normal
8,0,80,0,0,39,7f,9,7c,Normal
8,fb,7f,0,0,46,7f,0a,0,Normal
8,10,80,0,ff,10,80,0b,ab,Normal
8,0e,80,0,ff,2d,80,0d,f0,Normal
8,0f,80,0,ff,1f,80,0e,a1,Normal
8,9,80,0,0,1e,7f,0f,7,Normal
8,17,80,0,ff,16,80,1,f2,Normal
8,17,80,0,ff,14,80,2,d6,Normal
8,0,80,0,0,37,7f,2,ba,Normal
8,0,0,0,0,14,21,22,90,Normal
8,15,80,0,ff,0f,80,3,e9,Normal
8,fb,7f,0,0,39,7f,5,75,Normal
8,13,80,0,ff,22,80,6,e6,Normal
8,9,80,0,0,26,7f,6,d6,Normal
8,5,80,0,0,2a,7f,7,7a,Normal
8,16,80,0,ff,22,80,9,69,Normal
8,1b,80,0,ff,2f,80,0a,2d,Normal
8,18,21,21,30,8,8f,6d,2a,Normal
8,f7,7f,0,0,55,7f,0c,61,Normal
8,e9,7f,0,0,5b,7f,0d,cd,Normal
8,16,80,0,ff,12,80,0e,12,Normal
8,9,80,0,0,3a,7f,0f,31,Normal
8,5,80,0,0,2e,7f,0,2f,Normal
8,15,80,0,ff,19,80,3,f4,Normal
8,10,80,0,ff,0e,80,4,1,Normal
8,0d,80,0,ff,ff,7f,5,5,Normal
8,0,0,0,0,6,20,25,94,Normal
8,0,80,0,0,3e,7f,6,4d,Normal
8,10,80,0,ff,7,80,7,a5,Normal
8,59,82,4c,0a,0,1f,2,0,Normal
8,0,0,0,0,6,27,2a,d6,Normal
8,e0,7f,0,0,2d,7f,0b,41,Normal
8,e5,7f,0,0,3f,7f,0c,3d,Normal
8,5,80,0,ff,1d,80,0d,ed,Normal
8,0,80,0,0,4b,7f,0d,43,Normal
8,0d,80,0,ff,15,80,0e,14,Normal
8,1b,80,0,0,5c,7f,0e,7a,Normal
8,0,0,0,0,4,29,2e,4e,Normal
8,13,80,0,ff,37,80,1,24,Normal
8,1b,80,0,ff,2f,80,2,c5,Normal
8,1b,80,0,0,26,7f,2,a1,Normal
8,1f,80,0,ff,19,80,3,9c,Normal
8,0e,80,0,0,23,7f,3,b8,Normal
8,0,0,0,0,10,29,24,82,Normal
8,e9,7f,0,0,31,7f,5,7a,Normal
8,0,0,0,0,12,0,25,ff,Normal
8,0e,80,0,ff,2c,80,6,b0,Normal
8,8,80,0,ff,1d,80,7,d9,Normal
8,20,80,0,0,1c,7f,0a,8d,Normal
8,11,80,0,ff,1c,80,0b,fc,Normal
8,12,80,0,0,17,7f,0b,7c,Normal
8,f7,7f,0,0,3a,7f,0e,8d,Normal
8,0e,80,8,ff,0f,80,6,7b,Normal
8,10,0,0,0,0e,29,20,5e,Normal
8,0,0,0,0,1e,0d,2a,75,Normal
8,17,80,8,ff,2e,80,4,c8,Normal
8,10,0,0,0,6,26,2f,4a,Normal
8,10,0,0,0,0c,2f,22,d2,Normal
8,12,80,0,0,2e,7f,7,4b,Normal
8,50,0,0,0,12,25,21,f8,Normal
8,10,80,8,ff,15,80,5,f3,Normal
8,12,80,8,ff,14,80,0b,60,Normal
8,16,80,8,ff,19,80,3,64,Normal
8,ee,7f,0,0,52,7f,0d,c0,Normal
8,10,0,0,0,0e,29,2e,f8,Normal
8,0b,80,8,ff,35,80,5,4f,Normal
8,84,8a,0,0,23,0,0,0,Normal
8,10,0,0,0,10,33,29,cc,Normal
8,19,21,22,30,8,8f,6c,7,Normal
8,0f,80,8,ff,24,80,0a,0a,Normal
8,10,0,0,0,4,20,25,2e,Normal
8,10,80,8,ff,8,80,2,3d,Normal
8,18,80,0,ff,0d,80,5,42,Normal
8,10,0,0,0,0e,23,22,a6,Normal
8,13,80,8,ff,0b,80,4,18,Normal
8,10,0,0,0,4,22,25,b6,Normal
8,0e,80,0,0,1c,7f,8,d9,Normal
8,f7,7f,0,0,76,7f,0c,dd,Normal
8,1b,80,8,ff,5,80,0f,0c,Normal
8,50,0,0,0,4,3,21,25,Normal
8,1f,80,8,ff,14,80,7,1a,Normal
8,9,80,0,0,55,7f,2,66,Normal
8,e9,7f,0,0,27,7f,0e,a8,Normal
8,5,80,0,0,20,7f,0b,e9,Normal
8,16,80,0,ff,10,80,0a,65,Normal
8,9,80,8,ff,4,80,1,26,Normal
8,fb,7f,0,0,4b,7f,2,6d,Normal
8,13,80,8,ff,16,80,0b,3e,Normal
8,13,80,8,ff,10,80,3,d3,Normal
8,13,80,8,ff,1b,80,4,0,Normal
8,5,80,0,0,47,7f,0c,60,Normal
8,10,0,0,0,4,3,28,0e,Normal
8,10,0,0,0,6,26,26,bf,Normal
8,1a,80,8,ff,20,80,0e,f5,Normal
8,fb,7f,0,0,13,7f,0f,98,Normal
8,10,0,0,0,10,28,28,eb,Normal
8,17,80,8,ff,2a,80,0,ba,Normal
8,12,80,0,0,1f,7f,1,a2,Normal
8,e9,7f,0,0,25,7f,9,f8,Normal
8,50,0,0,0,10,2,2a,b8,Normal
8,0,0,0,0,14,21,27,f9,Normal
8,16,80,8,ff,13,80,0e,ea,Normal
8,0b,80,0,ff,9,80,0,73,Normal
8,f2,7f,0,0,27,7f,0,82,Normal
8,19,21,22,30,8,8f,6c,18,Normal
8,10,0,0,0,8,20,29,b8,Normal
8,17,80,8,ff,1c,80,2,ad,Normal
8,10,0,0,0,8,22,23,f2,Normal
8,0f,80,0,ff,33,80,8,d5,Normal
8,1e,80,8,ff,fb,7f,3,64,Normal
8,10,0,0,0,2,21,26,40,Normal
8,8,80,8,ff,0f,80,0e,40,Normal
8,20,80,0,0,51,7f,0f,1,Normal
8,e9,7f,0,0,53,7f,0f,fb,Normal
8,12,80,8,ff,16,80,6,e2,Normal
8,10,0,0,0,0e,22,28,38,Normal
8,0a,80,8,ff,2,80,0f,62,Normal
8,0,80,0,0,3d,7f,0,8f,Normal
8,12,80,0,0,66,7f,3,53,Normal
8,50,0,0,0,2,29,2e,2c,Normal
8,15,80,8,ff,10,80,4,53,Normal
8,50,0,0,0,10,0b,25,15,Normal
8,18,80,8,ff,5,80,0d,d1,Normal
8,20,80,0,0,27,7f,0e,51,Normal
8,50,0,0,0,0c,20,2f,2e,Normal
8,50,0,0,0,6,33,29,0f,Normal
8,50,0,0,0,1a,0,23,da,Normal
8,12,80,0,0,1d,7f,5,d5,Normal
8,f7,7f,0,0,44,7f,0f,d1,Normal
8,50,0,0,0,10,2,20,6a,Normal
8,13,80,8,ff,0d,80,8,81,Normal
8,50,0,0,0,6,26,2c,b3,Normal
8,0d,80,8,ff,1,80,1,c6,Normal
8,9,80,8,ff,1b,80,4,d1,Normal
8,5,80,0,0,69,7f,5,ac,Normal
8,50,0,0,0,8,22,26,45,Normal
8,0d,80,8,ff,33,80,0b,3f,Normal
8,11,80,8,ff,0d,80,4,a7,Normal
8,50,0,0,0,4,25,26,b6,Normal
8,0,80,0,0,40,7f,7,11,Normal
8,10,0,0,0,4,0f,27,c2,Normal
8,11,80,8,ff,29,80,0e,43,Normal
8,50,0,0,0,0e,29,2e,26,Normal
8,0e,80,0,0,31,7f,0e,22,Normal
8,5,21,28,0a,21,1e,0,6f,Normal
8,5,80,0,ff,8,80,1,e0,Normal
8,ce,7f,0,0,26,7f,1,7d,Normal
8,0,0,0,0,4,29,21,f5,Normal
8,85,8a,0,0,23,0,0,0,Normal
8,0f,80,0,ff,1b,80,4,75,Normal
8,11,80,0,ff,14,80,5,56,Normal
8,0e,80,0,ff,1d,80,6,17,Normal
8,17,80,0,0,2a,7f,0a,f8,Normal
8,1d,80,0,ff,0e,80,0b,5c,Normal
8,5a,82,24,0a,0,1f,2,0,Normal
8,0,0,0,0,4,0f,2c,b4,Normal
8,1a,80,0,ff,9,80,0d,16,Normal
8,fb,7f,0,0,39,7f,0d,9d,Normal
8,0,0,0,0,8,5,2e,46,Normal
8,11,80,0,ff,fe,7f,4,95,Normal
8,0,0,0,0,14,13,24,87,Normal
8,0d,80,0,ff,6,80,5,4f,Normal
8,5,22,28,0a,22,1e,0,6f,Normal
8,10,80,0,ff,13,80,9,1d,Normal
8,0e,80,0,ff,33,80,0a,b2,Normal
8,fb,7f,0,0,20,7f,0a,55,Normal
8,1b,80,0,ff,15,80,0f,63,Normal
8,0,0,0,0,6,21,2f,0a,Normal
8,17,80,0,ff,fc,7f,0,31,Normal
8,f2,7f,0,0,41,7f,0,d7,Normal
8,0,0,0,0,8,28,20,ae,Normal
8,f2,7f,0,0,4f,7f,1,c3,Normal
8,f7,7f,0,0,51,7f,2,c1,Normal
8,16,80,0,ff,20,80,4,eb,Normal
8,0,0,0,0,10,33,24,f4,Normal
8,0,0,0,0,12,23,25,5e,Normal
8,0,0,0,0,14,22,26,30,Normal
8,0,0,0,0,16,22,27,2e,Normal
8,9,80,0,ff,1b,80,8,3a,Normal
8,0d,80,0,ff,0f,80,9,50,Normal
8,0e,80,0,0,40,7f,9,b6,Normal
8,0,0,0,0,1a,0,29,6f,Normal
8,0f,80,0,ff,1b,80,0c,9d,Normal
8,5,21,24,0a,21,1e,0,6f,Normal
8,20,80,0,ff,ea,7f,0f,cf,Normal
8,0,0,0,0,8,29,2f,59,Normal
8,ff,0,0,0,ff,89,9,0,Normal
8,1e,80,0,ff,1,80,0,f2,Normal
8,ff,0,0,0,ff,8a,9,0,Normal
8,10,80,0,ff,19,80,2,dd,Normal
8,e5,7f,0,0,3f,7f,2,9b,Normal
8,0e,80,0,ff,0e,80,3,ea,Normal
8,f2,7f,0,0,41,7f,3,f0,Normal
8,0,0,0,0,10,0b,23,3c,Normal
8,ff,0,0,0,ff,8b,9,0,Normal
8,19,21,22,30,8,8f,6b,8,Normal
8,0,0,0,0,12,25,24,f6,Normal
8,19,80,0,ff,27,80,5,20,Normal
8,0,0,0,0,14,20,25,8f,Normal
8,19,21,22,30,8,8f,6b,2a,Normal
8,1b,80,0,ff,2e,80,6,3e,Normal
8,5,21,20,0a,21,1e,0,6f,Normal
8,0,0,0,0,18,0,27,ca,Normal
8,13,80,0,ff,0f,80,8,f5,Normal
8,0e,80,0,ff,15,80,9,a0,Normal
8,e5,7f,0,0,30,7f,9,d2,Normal
8,0,0,0,0,4,22,29,93,Normal
8,12,80,0,ff,1a,80,0b,1e,Normal
8,1b,80,0,0,2c,7f,0b,5b,Normal
8,0,0,0,0,8,25,2b,5a,Normal
8,1e,80,0,ff,0e,80,0c,e8,Normal
8,25,80,0,0,40,7f,0c,85,Normal
8,1a,80,0,ff,1d,80,0f,32,Normal
8,0,0,0,0,10,27,2f,a2,Normal
8,19,80,0,ff,0c,80,0,f9,Normal
8,0,0,0,0,12,25,20,82,Normal
8,18,80,0,ff,1,80,1,3c,Normal
8,0,0,0,0,14,21,21,b7,Normal
8,0,40,60,ff,7e,8b,9,0,Normal
8,0,0,0,0,16,0,22,aa,Normal
8,0,80,0,0,37,7f,3,a7,Normal
8,1a,80,0,ff,1c,80,4,72,Normal
8,1d,80,0,ff,10,80,5,eb,Normal
8,1e,80,0,ff,9,80,6,b0,Normal
8,0,0,0,0,6,33,27,ce,Normal
8,ff,0,0,0,ff,8e,9,0,Normal
8,17,80,0,ff,31,80,8,bd,Normal
8,0,0,0,0,8,22,28,84,Normal
8,19,21,22,30,8,8f,6c,18,Normal
8,13,80,0,ff,2c,80,9,54,Normal
8,15,80,0,ff,14,80,0a,84,Normal
8,1d,80,0,ff,1f,80,0c,98,Normal
8,0,0,0,0,12,33,2d,2,Normal
8,e5,7f,0,0,3e,7f,0e,88,Normal
